pl_name,ra,dec,sy_dist,sy_plx
HD 39194 b,86.1290710,-70.1382377,26.4131000,37.8311000
HD 39194 c,86.1290710,-70.1382377,26.4131000,37.8311000
HD 39194 d,86.1290710,-70.1382377,26.4131000,37.8311000
HD 39855 b,88.6260731,-19.7044472,23.2599000,42.9636000
HD 40307 b,88.5172191,-60.0237289,12.9363000,77.2727000
HD 40307 c,88.5172191,-60.0237289,12.9363000,77.2727000
HD 40307 d,88.5172191,-60.0237289,12.9363000,77.2727000
HD 40307 f,88.5172191,-60.0237289,12.9363000,77.2727000
HD 40307 g,88.5172191,-60.0237289,12.9363000,77.2727000
HD 40956 b,91.6628015,63.4538750,116.5930000,8.5480100
HD 40979 b,91.1253346,44.2597855,34.0883000,29.3067000
HD 41004 A b,89.9566041,-48.2394189,36.6911700,27.2545000
HD 41004 B b,89.9565956,-48.2394114,41.5504000,24.0437000
HD 4113 b,10.8027515,-37.9831248,41.8727000,23.8531000
HD 42012 b,92.4854730,34.1341722,36.7984000,27.1464000
HD 4203 b,11.1722288,20.4483925,81.3795000,12.2595000
HD 4203 c,11.1722288,20.4483925,81.3795000,12.2595000
HD 4208 b,11.1125532,-26.5150392,34.1937000,29.2163000
HD 42618 b,93.0032173,6.7819742,24.3358000,41.0627000
HD 42813 b,93.0578446,-14.6493167,68.1920000,14.6357000
HD 4308 b,11.1652594,-65.6527159,22.0158000,45.3930000
HD 4313 b,11.4181301,7.8450492,136.3080000,7.3090400
HD 43197 b,93.3993231,-29.8971929,62.4112000,15.9938000
HD 43197 c,93.3993231,-29.8971929,62.4112000,15.9938000
HD 43691 b,94.8946124,41.0920773,85.6009000,11.6535000
HD 44219 b,95.0599971,-10.7250799,52.9051000,18.8732000
HD 45184 b,96.1820205,-28.7806402,21.9532000,45.5224000
HD 45184 c,96.1820205,-28.7806402,21.9532000,45.5224000
HD 45350 b,97.1902262,38.9627315,46.8733000,21.3056000
HD 45364 b,96.4105736,-31.4810037,34.3540000,29.0797000
HD 45364 c,96.4105736,-31.4810037,34.3540000,29.0797000
HD 45652 b,97.3058709,10.9336212,34.8541000,28.6622000
HD 457 b,2.2492922,-39.7372401,55.0375000,18.1406000
HD 46375 b,98.3030763,5.4625071,29.5529000,33.8088000
HD 47186 b,99.0367212,-27.6234285,37.4574000,26.6680000
HD 47186 c,99.0367212,-27.6234285,37.4574000,26.6680000
HD 4732 b,12.3085089,-24.1369079,54.7841000,18.2248000
HD 4732 c,12.3085089,-24.1369079,54.7841000,18.2248000
HD 47366 b,99.4200181,-12.9856593,84.3552000,11.8263000
HD 47366 c,99.4200181,-12.9856593,84.3552000,11.8263000
HD 47536 b,99.4489580,-32.3394531,122.5360000,8.1335200
HD 4760 b,12.4161652,6.4071412,537.8730000,1.8315300
HD 48265 b,100.0073683,-48.5418284,90.5446000,11.0155000
HD 48948 b,102.4898110,60.3373133,16.9043000,59.1275000
HD 48948 c,102.4898110,60.3373133,16.9043000,59.1275000
HD 48948 d,102.4898110,60.3373133,16.9043000,59.1275000
HD 4917 b,12.7762624,-12.9276648,204.2770000,4.8673600
HD 49674 b,102.8773483,40.8672284,43.0399000,23.2054000
HD 50499 b,103.0080750,-33.9152670,46.2845000,21.5765000
HD 50499 c,103.0080750,-33.9152670,46.2845000,21.5765000
HD 50554 b,103.6782730,24.2451409,31.1664000,32.0570000
HD 51608 b,103.7137102,-55.2600189,35.0553000,28.4974000
HD 51608 c,103.7137102,-55.2600189,35.0553000,28.4974000
HD 52265 b,105.0746449,-5.3668142,29.9803000,33.3264000
HD 5278 b,12.5467785,-83.7437671,57.5846000,17.3368000
HD 5278 c,12.5467785,-83.7437671,57.5846000,17.3368000
HD 5319 b,13.7558096,0.7893425,121.4050000,8.2083300
HD 5319 c,13.7558096,0.7893425,121.4050000,8.2083300
HD 55696 b,108.0622029,-38.1746390,77.9693000,12.7967000
HD 5583 b,14.4869460,34.9853306,219.2160000,4.5343600
HD 5608 b,14.5594349,33.9505774,58.1105000,17.1801000
HD 564 b,2.4694459,-50.2678998,51.1659000,19.5154000
HD 56414 b,107.8436846,-68.8333403,272.2170000,3.6449100
HD 56957 b,109.3253986,-40.6560651,61.4925000,16.2332000
HD 5891 b,15.1383168,20.2923139,283.5020000,3.4995900
HD 59686 A b,112.9518629,17.0857195,89.2721000,11.1741000
HD 60292 b,114.6201698,66.2350517,315.2110000,3.1438700
HD 60532 b,113.5130656,-22.2958661,25.9716000,38.4773000
HD 60532 c,113.5130656,-22.2958661,25.9716000,38.4773000
HD 6061 b,15.5981441,37.1854394,67.6203000,14.7597000
HD 62364 b,113.9052658,-75.5442707,53.1120000,18.7992000
HD 62364 c,113.9052658,-75.5442707,53.1120000,18.7992000
HD 62509 b,116.3288240,28.0261270,10.3400000,96.7400000
HD 62549 b,116.0821439,-5.0541223,49.3305000,20.2426000
HD 63433 b,117.4793699,27.3631342,22.4035000,44.6070000
HD 63433 c,117.4793699,27.3631342,22.4035000,44.6070000
HD 63433 d,117.4793699,27.3631342,22.4035000,44.6070000
HD 63454 b,114.8406393,-78.2791464,37.6894000,26.5037000
HD 63765 b,116.9582617,-54.2653450,32.5376000,30.7048000
HD 63935 b,117.9246417,9.3852412,48.9739000,20.3902000
HD 63935 c,117.9246417,9.3852412,48.9739000,20.3902000
HD 64114 b,117.9825560,-11.0337221,31.5262000,31.6907000
HD 64121 b,117.3651424,-54.8126136,129.9660000,7.6655100
HD 6434 b,16.1663441,-39.4904909,42.3580000,23.5794000
HD 65216 b,118.4209646,-63.6466892,35.1205000,28.4445000
HD 65216 c,118.4209646,-63.6466892,35.1205000,28.4445000
HD 66141 b,120.5662825,2.3350265,68.1509000,14.6704000
HD 66428 b,120.8691654,-1.1636019,53.2817000,18.7398000
HD 66428 c,120.8691654,-1.1636019,53.2817000,18.7398000
HD 67087 b,121.9155672,31.5511553,76.5217000,13.0396000
HD 67087 c,121.9155672,31.5511553,76.5217000,13.0396000
HD 6718 b,16.9536005,-8.2336165,51.3444000,19.4476000
HD 68402 b,121.3474609,-74.4100732,78.4293000,12.7214000
HD 6860 b,17.4329790,35.6204990,61.1246900,16.3600000
HD 68988 b,124.5935429,61.4608518,60.8447000,16.4066000
HD 68988 c,124.5935429,61.4608518,60.8447000,16.4066000
HD 69123 b,123.5549900,-35.4899246,75.1160000,13.2843000
HD 69830 b,124.6010091,-12.6364246,12.5591000,79.5945000
HD 69830 c,124.6010091,-12.6364246,12.5591000,79.5945000
HD 69830 d,124.6010091,-12.6364246,12.5591000,79.5945000
HD 70573 b,125.7079153,1.8591088,59.1820000,16.8683000
HD 70642 b,125.3661079,-39.7044432,29.2760000,34.1287000
HD 7199 b,17.6979344,-66.1886947,36.1531000,27.6312000
HD 72490 b,128.4028287,13.5507189,126.3390000,7.8872300
HD 72659 b,128.5128072,-1.5686323,51.8949000,19.2410000
HD 72659 c,128.5128072,-1.5686323,51.8949000,19.2410000
HD 72892 b,128.7195554,-14.4574311,69.7311000,14.3120000
HD 73256 c,129.0949961,-30.0373339,36.7080000,27.2131000
HD 73267 b,129.0735123,-34.4594469,50.4093000,19.8087000
HD 73267 c,129.0735123,-34.4594469,50.4093000,19.8087000
HD 73344 b,129.6894456,23.6852651,35.2600000,28.3319000
HD 73526 b,129.3183310,-41.3184231,97.2396000,10.2551000
HD 73526 c,129.3183310,-41.3184231,97.2396000,10.2551000
HD 73534 b,129.8153421,12.9599703,83.3321000,11.9716000
HD 73583 b,129.6883026,-13.2565267,31.5666000,31.6501000
HD 73583 c,129.6883026,-13.2565267,31.5666000,31.6501000
HD 74156 b,130.6047813,4.5772338,57.6030000,17.3315000
HD 74156 c,130.6047813,4.5772338,57.6030000,17.3315000
HD 7449 b,18.6214650,-5.0479716,38.6620000,25.8363000
HD 74698 b,130.0744755,-71.8768726,52.0648000,19.1779000
HD 74698 c,130.0744755,-71.8768726,52.0648000,19.1779000
HD 75289 b,131.9181715,-41.7377748,29.1158000,34.3167000
HD 75302 b,132.3015641,3.4850141,30.3288000,32.9432000
HD 75784 b,133.0992289,13.2330548,85.4321000,11.6770000
HD 75784 c,133.0992289,13.2330548,85.4321000,11.6770000
HD 75898 b,133.4611999,33.0566885,78.0505000,12.7836000
HD 76700 b,133.4782248,-66.8004747,60.8831000,16.3960000
HD 76920 b,133.8203530,-67.2653621,184.0310000,5.4051700
HD 77338 b,135.3022475,-25.5282343,45.9350000,21.7410000
HD 77946 b,136.7776440,46.6724251,99.4510000,10.0264000
HD 79181 b,137.9944736,-19.7474341,103.3350000,9.6499000
HD 7924 b,20.4956562,76.7101475,16.9922000,58.8216000
HD 7924 c,20.4956562,76.7101475,16.9922000,58.8216000
HD 7924 d,20.4956562,76.7101475,16.9922000,58.8216000
HD 79498 b,138.7885794,23.3748792,48.9489000,20.4010000
HD 80606 b,140.6569501,50.6037764,66.4711000,15.0153000
HD 80653 b,140.3390845,14.3678691,109.8600000,9.0743500
HD 80869 b,140.7912931,33.9048294,85.3951000,11.6821000
HD 80883 b,139.9331831,-59.4780815,34.6011000,28.8720000
HD 80913 b,138.1021548,-81.7684510,61.3603000,16.2682000
HD 81040 b,140.9455027,20.3646078,34.4341000,29.0122000
HD 81688 b,142.1665753,45.6009241,85.7183000,11.6388000
HD 81817 b,144.2715659,81.3263096,269.1260000,3.7178300
HD 81817 c,144.2715659,81.3263096,269.1260000,3.7178300
HD 82886 b,143.9383526,34.7805902,127.0610000,7.8422000
HD 82943 b,143.7114034,-12.1302976,27.5902000,36.2158000
HD 82943 c,143.7114034,-12.1302976,27.5902000,36.2158000
HD 8326 b,20.5314418,-26.8940678,30.6862000,32.5591000
HD 83443 b,144.2994103,-43.2727210,40.8991000,24.4215000
HD 83443 c,144.2994103,-43.2727210,40.8991000,24.4215000
HD 8535 b,20.9054804,-41.2701007,55.4401000,18.0086000
HD 85390 b,147.5105663,-49.7905254,33.5225000,29.8018000
HD 8574 b,21.3033807,28.5660169,44.8264000,22.2795000
HD 86065 b,148.9256674,-18.1069385,40.3661000,24.7443000
HD 86081 b,149.0243714,-3.8083543,103.9360000,9.5928000
HD 86226 b,149.1235154,-24.0991859,45.6830000,21.8612000
HD 86226 c,149.1235154,-24.0991859,45.6830000,21.8612000
HD 86264 b,149.2409308,-15.8953993,67.8107000,14.7184000
HD 8673 b,21.5378455,34.5793389,37.8619000,26.3829000
HD 86950 b,150.4066612,-17.3330699,209.8390000,4.7372000
HD 87646 b,151.6695435,17.8949795,73.5835200,13.5900000
HD 87883 b,152.1794175,34.2419984,18.2912000,54.6421000
HD 88072 b,152.3467466,2.3710540,35.9098000,27.8187000
HD 88133 b,152.5319349,18.1857284,73.6123000,13.5561000
HD 88986 b,154.1166869,28.6820708,33.2673000,30.0307000
HD 89307 b,154.5874958,12.6209392,32.0104000,31.2110000
HD 89345 b,154.6710977,10.1288464,132.3450000,7.5274700
HD 89744 b,155.5433193,41.2289354,38.6364000,25.8537000
HD 89839 b,155.1688790,-53.6640291,57.3063000,17.4212000
HD 90156 b,155.9801144,-29.6451030,21.9496000,45.5299000
HD 9174 b,22.5043352,-19.6052945,81.4893000,12.2429000
HD 92788 b,160.7021351,-2.1847173,34.6538000,28.8281000
HD 92788 c,160.7021351,-2.1847173,34.6538000,28.8281000
HD 93083 b,161.0866672,-33.5776794,28.5159000,35.0393000
HD 93351 b,161.6779279,-1.6885763,56.1630000,17.7765000
HD 93351 c,161.6779279,-1.6885763,56.1630000,17.7765000
HD 93385 b,161.5627065,-41.4646040,43.3475000,23.0405000
HD 93385 c,161.5627065,-41.4646040,43.3475000,23.0405000
HD 93385 d,161.5627065,-41.4646040,43.3475000,23.0405000
HD 93963 A b,162.7766969,25.6410650,82.3432000,12.1158000
HD 93963 A c,162.7766969,25.6410650,82.3432000,12.1158000
HD 9446 b,23.3350424,29.2649187,50.3503000,19.8336000
HD 9446 c,23.3350424,29.2649187,50.3503000,19.8336000
HD 94771 b,163.9746776,-35.1145225,57.7807000,17.2780000
HD 94834 b,164.3126363,24.1429374,98.1609000,10.1591000
HD 95086 b,164.2621032,-68.6672917,86.2279000,11.5684000
HD 95089 b,164.6987480,1.7290087,136.9570000,7.2750100
HD 95089 c,164.6987480,1.7290087,136.9570000,7.2750100
HD 95127 b,164.8961152,43.8144094,676.5790000,1.4498000
HD 95338 b,164.8563364,-56.6235564,36.9941000,27.0025000
HD 95544 b,166.3231784,81.0389868,87.8049000,11.3600000
HD 95735 c,165.8344710,35.9723170,5.6757730,392.4000000
HD 95872 b,165.8658796,-22.0943303,72.2195000,13.8178000
HD 96063 b,166.1853484,-2.5132966,140.0650000,7.1116100
HD 96127 b,166.4415020,44.3015500,587.6590000,1.6738700
HD 96167 b,166.3125657,-10.2913450,85.3006000,11.6947000
HD 96700 b,166.9742616,-30.1751383,25.4111000,39.3239000
HD 96700 c,166.9742616,-30.1751383,25.4111000,39.3239000
HD 96700 d,166.9742616,-30.1751383,25.4111000,39.3239000
HD 96992 b,167.5966158,43.9189897,396.0820000,2.4989600
HD 97037 b,167.5545621,-7.3901483,32.4130000,30.8230000
HD 97048 b,167.0133422,-77.6548530,183.8570000,5.4105200
HD 97658 b,168.6376584,25.7105962,21.5618000,46.3494000
HD 98219 b,169.4475218,-23.9754880,113.7040000,8.7661700
HD 98649 b,170.2147665,-23.2181063,42.1727000,23.6832000
HD 98736 b,170.4549045,18.1896082,32.4459000,30.7918000
HD 99109 b,171.0715576,-1.5297610,54.7901000,18.2228000
HD 99283 b,171.4874082,55.8506653,111.0930000,8.9730900
HD 99492 b,171.6896870,3.0071331,18.2038000,54.9057000
HD 99492 c,171.6896870,3.0071331,18.2038000,54.9057000
HD 99706 b,172.1261621,43.9662025,146.6000000,6.7929300
HD 99706 c,172.1261621,43.9662025,146.6000000,6.7929300
HIP 105854 b,321.5962275,-37.8294782,78.6381000,12.6896000
HIP 107772 b,327.4977057,-41.2440371,23.6434000,42.2662000
HIP 107773 b,327.5005089,-64.7126993,105.1800000,9.4795700
HIP 109384 b,332.4089720,71.3139560,58.9582000,16.9323000
HIP 109600 b,333.0270790,29.0662082,66.3361000,15.0460000
HIP 113103 b,343.5723794,-43.0102291,46.2122000,21.6104000
HIP 113103 c,343.5723794,-43.0102291,46.2122000,21.6104000
HIP 114933 b,349.2071949,-21.2033101,101.7660000,9.7979000
HIP 116454 b,353.9543517,0.4447043,62.4491000,15.9843000
HIP 12961 b,41.6800749,-23.0860048,23.3710000,42.7591000
HIP 14810 b,47.8092750,21.0971302,50.4800000,19.7810000
HIP 14810 c,47.8092750,21.0971302,50.4800000,19.7810000
HIP 14810 d,47.8092750,21.0971302,50.4800000,19.7810000
HIP 19976 b,64.2597881,-40.7985198,40.2707000,24.8030000
HIP 21152 b,68.0205209,5.4100745,43.4073000,23.0090000
HIP 29442 c,93.0578446,-14.6493167,68.1920000,14.6357000
HIP 29442 d,93.0578446,-14.6493167,68.1920000,14.6357000
HIP 34222 b,106.4257786,27.4704132,22.8386000,43.7567000
HIP 35173 b,109.0449329,-3.6661273,33.1562000,30.1315000
HIP 35965 b,111.2025182,-51.3257507,50.1677000,19.9042000
HIP 38594 b,118.5439118,-25.3023073,17.7886000,56.1868000
HIP 38594 c,118.5439118,-25.3023073,17.7886000,56.1868000
HIP 39017 b,119.7665756,-4.3326006,66.3217000,15.0493000
HIP 41378 b,126.6158279,10.0803708,106.2890000,9.3799400
HIP 41378 c,126.6158279,10.0803708,106.2890000,9.3799400
HIP 41378 d,126.6158279,10.0803708,106.2890000,9.3799400
HIP 41378 e,126.6158279,10.0803708,106.2890000,9.3799400
HIP 41378 f,126.6158279,10.0803708,106.2890000,9.3799400
HIP 4845 b,15.5881733,-10.4246208,21.0974000,47.3703000
HIP 48714 b,149.0332672,62.7859505,10.5298000,94.9397000
HIP 5158 b,16.5094891,-22.4536134,51.6026000,19.3500000
HIP 5158 c,16.5094891,-22.4536134,51.6026000,19.3500000
HIP 54373 b,166.8643532,-19.2916857,18.7168000,53.3991000
HIP 54373 c,166.8643532,-19.2916857,18.7168000,53.3991000
HIP 54597 b,167.6082179,-29.4143018,39.7429000,25.1329000
HIP 55507 b,170.5227246,46.9078030,25.4893000,39.2032000
HIP 56640 b,174.2008941,-37.0391349,122.3240000,8.1463200
HIP 57274 b,176.1705487,30.9576484,25.8618000,38.6381000
HIP 57274 c,176.1705487,30.9576484,25.8618000,38.6381000
HIP 57274 d,176.1705487,30.9576484,25.8618000,38.6381000
HIP 5763 b,18.4953430,16.4942738,31.9043000,31.3148000
HIP 63242 b,194.3824825,-65.6463263,156.4560000,6.3628000
HIP 65 A b,0.1856063,-54.8308228,61.7856000,16.1560000
HIP 65407 b,201.0876630,48.8847322,61.7804000,16.1574000
HIP 65407 c,201.0876630,48.8847322,61.7804000,16.1574000
HIP 65426 b,201.1501727,-51.5045384,108.8750000,9.1566200
HIP 65891 b,202.6050857,-58.6643937,150.2920000,6.6249300
HIP 66074 b,203.1635632,75.0071038,35.4438000,28.1847000
HIP 67522 b,207.5260010,-40.8358961,127.2800000,7.8288000
HIP 67522 c,207.5260010,-40.8358961,127.2800000,7.8288000
HIP 67537 b,207.5808445,-39.9008996,116.0460000,8.5888100
HIP 67851 b,208.4653640,-35.3146536,64.1181000,15.5674000
HIP 67851 c,208.4653640,-35.3146536,64.1181000,15.5674000
HIP 70849 b,217.3270762,-46.4646840,24.0572000,41.5387000
HIP 71135 b,218.2158073,-52.6464757,32.3311000,30.9011000
HIP 74890 b,229.5714974,-41.4210961,78.6562000,12.6848000
HIP 75092 b,230.1724206,-25.9910525,81.6696000,12.2161000
HIP 77900 b,238.6253901,-27.3387434,150.8620000,6.6037100
HIP 78530 b,240.4810052,-21.9804920,136.7590000,7.2847700
HIP 79098 AB b,242.1821202,-23.6855244,145.7980000,6.8336600
HIP 79431 b,243.1742467,-18.8764247,14.5324000,68.7833000
HIP 81208 C b,248.8075000,-35.7247583,147.5330000,6.7504200
HIP 8152 b,26.2092533,-18.4013844,101.6940000,9.8046900
HIP 8152 c,26.2092533,-18.4013844,101.6940000,9.8046900
HIP 8541 b,27.5271962,-54.4651633,155.1210000,6.4177700
HIP 86221 b,264.2948750,27.8963910,29.4898000,33.9100000
HIP 90988 b,278.3892816,-50.2116920,94.0349000,10.6057000
HIP 91258 b,279.2211173,61.7015065,45.8846000,21.7649000
HIP 94235 b,287.7411441,-60.2726358,58.5146000,17.0609000
HIP 948 b,2.9276336,-39.2304879,34.8523000,28.6637000
HIP 9618 b,30.9050061,21.2813274,67.5478000,14.7755000
HIP 9618 c,30.9050061,21.2813274,67.5478000,14.7755000
HIP 97166 b,296.2446203,74.0628577,65.9501000,15.1341000
HIP 97166 c,296.2446203,74.0628577,65.9501000,15.1341000
HIP 97233 b,296.4221207,-0.6968794,102.2750000,9.7488800
HIP 99770 b,303.6338344,36.8066046,40.0765000,24.9257000
HN Lib b,218.5684823,-12.5170062,6.2444200,160.1140000
HN Peg b,326.1315705,14.7714524,18.1186000,55.1631000
HR 2562 b,102.5042716,-60.2486775,34.0071000,29.3767000
HR 5183 b,206.7357992,6.3498994,31.4607000,31.7568000
HR 810 b,40.6417178,-50.7993484,17.3181000,57.7143000
HR 858 b,42.9849779,-30.8140609,31.9640000,31.2565000
HR 858 c,42.9849779,-30.8140609,31.9640000,31.2565000
HR 858 d,42.9849779,-30.8140609,31.9640000,31.2565000
HR 8799 b,346.8701486,21.1340376,41.2441000,24.2175000
HR 8799 c,346.8701486,21.1340376,41.2441000,24.2175000
HR 8799 d,346.8701486,21.1340376,41.2441000,24.2175000
HR 8799 e,346.8701486,21.1340376,41.2441000,24.2175000
HS Psc b,24.3473790,26.9528036,37.6604000,26.5244000
HU Aqr AB b,316.9921976,-5.2948694,192.1980787,5.2029656
HU Aqr AB c,316.9921976,-5.2948694,192.1980787,5.2029656
IC 4651 9122 b,261.2086139,-49.9489317,859.3240000,1.1371700
ITG 15 b,69.9370379,26.0312128,136.3700000,7.3070200
K2-10 b,172.1216476,1.6906217,272.3600000,3.6432300
K2-100 b,129.6010863,20.1060074,188.9590000,5.2644800
K2-101 b,130.3439097,18.9338205,188.3300000,5.2818200
K2-102 b,130.0558953,19.7787519,188.1750000,5.2861600
K2-104 b,129.6366594,19.7737202,189.2890000,5.2573300
K2-105 b,125.4202985,13.4975122,197.9890000,5.0222400
K2-107 b,284.9853550,-22.2934206,685.2000000,1.4324400
K2-108 b,123.3818484,16.4195160,477.2950000,2.0669700
K2-11 b,169.0418328,1.9866832,329.3090000,3.0079000
K2-110 b,207.3497402,-12.2849182,116.4740000,8.5568000
K2-111 b,59.8903081,21.2985263,200.3940000,4.9625900
K2-111 c,59.8903081,21.2985263,200.3940000,4.9625900
K2-113 b,19.4493823,6.8688469,635.7220000,1.5441400
K2-114 b,127.8829120,11.9222550,475.7580000,2.0734400
K2-115 b,126.5535002,12.2818510,413.5910000,2.3891100
K2-116 b,336.1523363,-11.5793181,49.3855000,20.2201000
K2-117 b,133.8557342,10.4692176,101.6320000,9.8106600
K2-117 c,133.8557342,10.4692176,101.6320000,9.8106600
K2-118 b,132.1268608,15.6558964,321.7220000,3.0797700
K2-119 b,132.0098683,16.9017663,365.5810000,2.7067700
K2-12 b,173.1919022,2.2446794,326.3810000,3.0362000
K2-120 b,132.1428530,17.1905813,289.5438740,3.4537080
K2-121 b,126.9366624,17.5793267,169.3980000,5.8746200
K2-122 b,126.4762179,20.3593384,72.0444000,13.8516000
K2-123 b,134.4441404,21.4532748,161.5550000,6.1609900
K2-124 b,133.6410515,23.1329509,140.3850000,7.0952700
K2-125 b,204.1418754,-14.9478195,124.1560000,8.0260000
K2-126 b,203.5467021,-13.5769705,102.9530000,9.6851800
K2-127 b,207.0782895,-11.5889878,709.9990000,1.3805500
K2-128 b,204.4376666,-8.5970858,114.6370000,8.6952000
K2-129 b,289.1485491,-25.6463233,27.7957000,35.9483000
K2-13 b,170.1554763,2.5027534,342.3940000,2.8921600
K2-130 b,290.2705419,-19.6908744,118.0110000,8.4450800
K2-131 b,182.7514040,-9.7652392,152.5090000,6.5285100
K2-132 b,182.1662666,-8.7472172,609.8180000,1.6118400
K2-133 b,70.1493775,25.0098135,75.1703000,13.2743000
K2-133 c,70.1493775,25.0098135,75.1703000,13.2743000
K2-133 d,70.1493775,25.0098135,75.1703000,13.2743000
K2-133 e,70.1493775,25.0098135,75.1703000,13.2743000
K2-136 b,67.4128615,22.8825674,59.2474000,16.8497000
K2-136 c,67.4128615,22.8825674,59.2474000,16.8497000
K2-136 d,67.4128615,22.8825674,59.2474000,16.8497000
K2-137 b,186.8704260,-6.1952168,98.8765000,10.0853000
K2-138 b,348.9490311,-10.8497391,202.5850000,4.9079500
K2-138 c,348.9490311,-10.8497391,202.5850000,4.9079500
K2-138 d,348.9490311,-10.8497391,202.5850000,4.9079500
K2-138 e,348.9490311,-10.8497391,202.5850000,4.9079500
K2-138 f,348.9490311,-10.8497391,202.5850000,4.9079500
K2-138 g,348.9490311,-10.8497391,202.5850000,4.9079500
K2-139 b,289.0667070,-17.9107147,153.8560000,6.4710100
K2-14 b,178.0568745,2.5941222,364.0480000,2.7194300
K2-140 b,188.1373172,-9.6076115,347.9170000,2.8473100
K2-141 b,350.9170464,-1.1891827,61.8736000,16.1332000
K2-141 c,350.9170464,-1.1891827,61.8736000,16.1332000
K2-146 b,130.0266951,19.0923416,79.3002000,12.5821000
K2-146 c,130.0266951,19.0923416,79.3002000,12.5821000
K2-147 b,293.8330329,-28.4984750,90.5494000,11.0149000
K2-148 b,14.5176494,-0.1932580,124.4580000,8.0061500
K2-148 c,14.5176494,-0.1932580,124.4580000,8.0061500
K2-148 d,14.5176494,-0.1932580,124.4580000,8.0061500
K2-149 b,9.8217519,7.2769939,123.6760000,8.0569000
K2-15 b,178.1105741,4.2546649,493.9920000,1.9959000
K2-150 b,18.3443908,8.9874328,102.4830000,9.7297000
K2-151 b,19.3047733,9.5012663,69.4798000,14.3638000
K2-152 b,181.6324078,-5.8274311,108.4490000,9.1921400
K2-153 b,183.8088709,2.0208765,143.1250000,6.9583500
K2-154 b,189.0015173,-2.6696217,129.3560000,7.7017500
K2-154 c,189.0015173,-2.6696217,129.3560000,7.7017500
K2-155 b,65.4696140,21.3532633,72.7998000,13.7077000
K2-155 c,65.4696140,21.3532633,72.7998000,13.7077000
K2-155 d,65.4696140,21.3532633,72.7998000,13.7077000
K2-156 b,182.6996730,-6.2943552,150.2100000,6.6289000
K2-157 b,183.7514959,-5.7820178,298.3730000,3.3235700
K2-158 b,179.9397081,-5.7216879,197.2990000,5.0403000
K2-158 c,179.9397081,-5.7216879,197.2990000,5.0403000
K2-159 b,180.5408896,-3.5809053,170.9980000,5.8196700
K2-16 b,175.0972238,4.5574311,334.9670000,2.9569100
K2-16 c,175.0972238,4.5574311,334.9670000,2.9569100
K2-160 b,184.0545174,-3.5530888,315.3630000,3.1427900
K2-161 b,183.7938491,-3.4956913,916.3190000,1.0626000
K2-162 b,186.0383865,-1.1114790,124.4330000,8.0077600
K2-163 b,182.3292517,-0.5393421,208.5290000,4.7694100
K2-164 b,171.9336590,-0.0628488,375.6700000,2.6340900
K2-165 b,184.9004881,0.9683270,134.5910000,7.4018800
K2-165 c,184.9004881,0.9683270,134.5910000,7.4018800
K2-165 d,184.9004881,0.9683270,134.5910000,7.4018800
K2-166 b,185.1880932,2.2823788,476.8820000,2.0687700
K2-167 b,336.5761233,-18.0116650,80.8994000,12.3328000
K2-168 b,333.1100738,-16.3418863,243.9350000,4.0723500
K2-169 b,337.0442461,-14.5993376,235.8670000,4.2132200
K2-17 b,178.3296746,6.4123178,125.1060000,7.9646300
K2-170 b,335.4506923,-14.5933554,392.8720000,2.5172500
K2-170 c,335.4506923,-14.5933554,392.8720000,2.5172500
K2-171 b,332.3407712,-13.4288624,606.1280000,1.6222900
K2-172 b,335.3081368,-12.5569819,249.7420000,3.9759700
K2-172 c,335.3081368,-12.5569819,249.7420000,3.9759700
K2-173 b,60.3752402,15.6251296,228.6410000,4.3451100
K2-174 b,60.7929729,16.3471660,99.9293000,9.9783000
K2-175 b,52.5035514,17.5841081,247.2660000,4.0159100
K2-176 b,58.2691796,17.9069486,247.3020000,4.0158600
K2-177 b,55.2296156,20.7360891,492.1670000,2.0039400
K2-178 b,52.8888524,22.4348186,214.7530000,4.6280100
K2-179 b,58.7967878,23.7567524,190.8100000,5.2128100
K2-18 b,172.5601410,7.5878315,38.0266000,26.2686000
K2-18 c,172.5601410,7.5878315,38.0266000,26.2686000
K2-180 b,126.4643579,10.2465770,203.8960000,4.8759800
K2-181 b,127.5541103,10.9101444,360.9110000,2.7424500
K2-182 b,130.1800460,10.9829509,154.8300000,6.4303800
K2-183 b,125.0071770,14.0194586,329.0410000,3.0107600
K2-183 c,125.0071770,14.0194586,329.0410000,3.0107600
K2-183 d,125.0071770,14.0194586,329.0410000,3.0107600
K2-184 b,129.1405227,14.4618826,75.5857000,13.2015000
K2-185 b,130.2596625,14.6902225,268.3570000,3.6981100
K2-185 c,130.2596625,14.6902225,268.3570000,3.6981100
K2-186 b,135.3350487,18.8252879,330.7390000,2.9954200
K2-187 b,132.5235618,23.1924709,330.9160000,2.9939000
K2-187 c,132.5235618,23.1924709,330.9160000,2.9939000
K2-187 d,132.5235618,23.1924709,330.9160000,2.9939000
K2-187 e,132.5235618,23.1924709,330.9160000,2.9939000
K2-188 b,129.8137008,23.3574367,446.8210000,2.2097300
K2-188 c,129.8137008,23.3574367,446.8210000,2.2097300
K2-189 b,203.6214411,-15.0365158,242.1130000,4.1017300
K2-189 c,203.6214411,-15.0365158,242.1130000,4.1017300
K2-19 b,174.9602543,0.6035960,289.8270000,3.4229800
K2-19 c,174.9602543,0.6035960,289.8270000,3.4229800
K2-19 d,174.9602543,0.6035960,289.8270000,3.4229800
